Restoran Adı,Adres,Telefon,E-posta,Web Sitesi,Link
Kaşık yemek izmit şubesi,"Ömerağa, Cemil Karakadılar Cd. No:6, 41300 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Ka%C5%9F%C4%B1k+yemek+izmit+%C5%9Fubesi/data=!4m7!3m6!1s0x14cb45f909b15e43:0x68a9aea1c28591c9!8m2!3d40.7632061!4d29.9290269!16s%2Fg%2F11rzp_y9vq!19sChIJQ16xCflFyxQRyZGFwqGuqWg?authuser=0&hl=tr&rclk=1
Ocakbaşı Ciğer & Künefe,"Ömerağa, Şahabettin Bilgisu Cd. No:91, 41300 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Ocakba%C5%9F%C4%B1+Ci%C4%9Fer+%26+K%C3%BCnefe/data=!4m7!3m6!1s0x14cb4568160d6985:0x274f7c93f1966166!8m2!3d40.7621477!4d29.9273391!16s%2Fg%2F11frzk_7_y!19sChIJhWkNFmhFyxQRZmGW8ZN8Tyc?authuser=0&hl=tr&rclk=1
Kilim Cafe,"Ömerağa Mahallesi Belsa Plaza İş Merkezi Teras kat, 41040 İzmit",(0262) 324 46 17,No Website,,https://www.google.com/maps/place/Kilim+Cafe/data=!4m7!3m6!1s0x14cb457f5fa77c77:0x70df4421a509d46f!8m2!3d40.76514!4d29.9287806!16s%2Fg%2F1hc23hkt7!19sChIJd3ynX39FyxQRb9QJpSFE33A?authuser=0&hl=tr&rclk=1
Kahve Diyarı İzmit,"Karabaş, Şahabettin Bilgisu Cd. No:18, 41040 İzmit/Kocaeli",(0262) 324 00 02,No Website,,https://www.google.com/maps/place/Kahve+Diyar%C4%B1+%C4%B0zmit/data=!4m7!3m6!1s0x14cb457e60a55553:0xea8d04de8fe255cd!8m2!3d40.7628093!4d29.9321772!16s%2Fg%2F11df0w_50c!19sChIJU1WlYH5FyxQRzVXij94Ejeo?authuser=0&hl=tr&rclk=1
Klida Karadeniz,"Yenişehir, Ziynet Sk. No:2, 41050 İzmit/Kocaeli",(0262) 331 33 41,No Email Found,http://tr-tr.facebook.com/Klida-Karadeniz-920081214766839/,https://www.google.com/maps/place/Klida+Karadeniz/data=!4m7!3m6!1s0x14cb4fe5ac0c6c91:0x15c7fdf54fb0d0ec!8m2!3d40.767122!4d29.9649656!16s%2Fg%2F11cst2l7yc!19sChIJkWwMrOVPyxQR7NCwT_X9xxU?authuser=0&hl=tr&rclk=1
Tablacı Kebap,"Cedit, Sıra Kavaklar Sk. No:5, 41300 İzmit/Kocaeli",(0262) 331 00 31,No Website,,https://www.google.com/maps/place/Tablac%C4%B1+Kebap/data=!4m7!3m6!1s0x14cb4f83d8d1402d:0x8acc426939925c43!8m2!3d40.7654908!4d29.9383823!16s%2Fg%2F11h5p272wv!19sChIJLUDR2INPyxQRQ1ySOWlCzIo?authuser=0&hl=tr&rclk=1
Begonvil Cafe,"Cedit, Sıra Kavaklar Sk. No3, 41900 İzmit/Kocaeli",0536 705 64 26,No Website,,https://www.google.com/maps/place/Begonvil+Cafe/data=!4m7!3m6!1s0x14cb4ff761ed89bf:0x9234fe3b272b0026!8m2!3d40.7655842!4d29.9383428!16s%2Fg%2F11fkw8pnlh!19sChIJv4ntYfdPyxQRJgArJzv-NJI?authuser=0&hl=tr&rclk=1
Mir Kebap & Kahvaltı,"Kozluk, Oramiral Salim Dervişoğlu Cd. No:36 Sekapark 1. Etap, 41200 İzmit/Kocaeli",0536 646 86 86,No Website,,https://www.google.com/maps/place/Mir+Kebap+%26+Kahvalt%C4%B1/data=!4m7!3m6!1s0x14cb45ed9fe5df23:0x5fcd49d4e5a9926e!8m2!3d40.759911!4d29.904951!16s%2Fg%2F11whpz5zd_!19sChIJI9_ln-1FyxQRbpKp5dRJzV8?authuser=0&hl=tr&rclk=1
Barista Plus - 41 Burda AVM,"Sanayi, Ömer Türkçekal BUlvarı 41 Burda AVM No:7, 41040 İzmit/Kocaeli",(0262) 332 33 77,No Website,,https://www.google.com/maps/place/Barista+Plus+-+41+Burda+AVM/data=!4m7!3m6!1s0x14cb457d00000001:0x9d809320d7f73cca!8m2!3d40.7561547!4d29.946276!16s%2Fg%2F11f3cn9hnb!19sChIJAQAAAH1FyxQRyjz31yCTgJ0?authuser=0&hl=tr&rclk=1
Birlik Restaurant,"28 Haziran, Hükümet Cad./eski Çarşı D:76, 41060 Gebze/Kocaeli (Izmit)",(0262) 641 00 01,webmaps-revolution@yandex-team.ru,http://www.firmasec.com/firma/ttddzk-birlik-restaurant/,https://www.google.com/maps/place/Birlik+Restaurant/data=!4m7!3m6!1s0x14cb45862ea170b5:0xb3daa6ce6d7d654c!8m2!3d40.778706!4d29.944879!16s%2Fg%2F113jr9n0t!19sChIJtXChLoZFyxQRTGV9bc6m2rM?authuser=0&hl=tr&rclk=1
Hub Coffee & Kitchen,"Belde Apartmanı, Karabaş, Belde Sk. No:6/A, 41040 İzmit/Kocaeli",0535 440 25 31,No Website,,https://www.google.com/maps/place/Hub+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x14cb4592124f1a23:0x3b95781377a019bd!8m2!3d40.7626358!4d29.9339651!16s%2Fg%2F11ghfsf091!19sChIJIxpPEpJFyxQRvRmgdxN4lTs?authuser=0&hl=tr&rclk=1
Tarif Cağ Kebap,"Mehmet Ali Paşa Mahallesi, Adnan Menderes Blv. No:3, 41050 İzmit/Kocaeli",0530 773 61 06,No Website,,https://www.google.com/maps/place/Tarif+Ca%C4%9F+Kebap/data=!4m7!3m6!1s0x14cb4fccaad6dfed:0x6cbf5e003094d3b!8m2!3d40.7637451!4d29.9591348!16s%2Fg%2F11h24rvl8d!19sChIJ7d_WqsxPyxQRO00JA-D1ywY?authuser=0&hl=tr&rclk=1
Sommario Coffee Company,"Karabaş, Rauf Orbay Sk. No:11, 41040 İzmit/Kocaeli",(0262) 373 13 03,No Website,,https://www.google.com/maps/place/Sommario+Coffee+Company/data=!4m7!3m6!1s0x14cb45718dd9ebd7:0x81ec8da17052588c!8m2!3d40.7634238!4d29.9332549!16s%2Fg%2F11lsyzz6z2!19sChIJ1-vZjXFFyxQRjFhScKGN7IE?authuser=0&hl=tr&rclk=1
Cafe Kristo İzmit,"Tepecik, Fethiye Cd. No:56, 41200 İzmit/Kocaeli",(0262) 321 14 50,bilgi@cafekristo.com,http://www.cafekristo.com/,https://www.google.com/maps/place/Cafe+Kristo+%C4%B0zmit/data=!4m7!3m6!1s0x14cb458043f50605:0xd931a34c1f096687!8m2!3d40.7655505!4d29.9259896!16s%2Fg%2F11b808hb70!19sChIJBQb1Q4BFyxQRh2YJH0yjMdk?authuser=0&hl=tr&rclk=1
Tuğra Yemek & Izgara,"Kemalpaşa, Eski Postane Sk. No:4, 41200 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Tu%C4%9Fra+Yemek+%26+Izgara/data=!4m7!3m6!1s0x14cb4583e7266a93:0x3dcbe47ab5fc6130!8m2!3d40.7624273!4d29.9232749!16s%2Fg%2F11gsbfmdmg!19sChIJk2om54NFyxQRMGH8tXrkyz0?authuser=0&hl=tr&rclk=1
Happy Tantuni İzmit,"Dolphin AVM, Körfez Mahallesi Berk Sokak, Karşısı No:10, 41040 İzmit/Kocaeli",(0262) 325 25 25,webmaps-revolution@yandex-team.ru,https://instagram.com/happy.tantuni?igshid=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,https://www.google.com/maps/place/Happy+Tantuni+%C4%B0zmit/data=!4m7!3m6!1s0x14cb478c5f65d4e9:0xf9f2b1524a16e3f!8m2!3d40.7645268!4d29.9391893!16s%2Fg%2F11g2wqlqgx!19sChIJ6dRlX4xHyxQRP26hJBUrnw8?authuser=0&hl=tr&rclk=1
Happymoon's Cafe,"Arastapark AVM, Yahyakaptan, Akasyalar Cd. No:24 kat:2, 41050 İzmit/Kocaeli",(0262) 311 75 32,webmaps-revolution@yandex-team.ru,http://www.happymoons.com.tr/,https://www.google.com/maps/place/Happymoon%27s+Cafe/data=!4m7!3m6!1s0x14cb501e7d5a2ad5:0x6232f163c2079d25!8m2!3d40.7671045!4d29.975776!16s%2Fg%2F11cjlw7f28!19sChIJ1SpafR5QyxQRJZ0HwmPxMmI?authuser=0&hl=tr&rclk=1
İstiklâl Simit,"Ömerağa, İstiklal Cd. No:138, 41300 İzmit/Kocaeli",0532 547 13 59,No Website,,https://www.google.com/maps/place/%C4%B0stikl%C3%A2l+Simit/data=!4m7!3m6!1s0x14cb457f955bb1af:0xb34cca537c12f514!8m2!3d40.7644182!4d29.9292372!16s%2Fg%2F11dxs4_lq5!19sChIJr7FblX9FyxQRFPUSfFPKTLM?authuser=0&hl=tr&rclk=1
Geçit restaurant,"Şahabettin bilgisi cad .ömerağa mah.no 75 kat 2izmit merkez Kocaeli TR, 41100 Kocaeli",0546 557 33 35,Error Accessing Site,https://menuburada.com/gecit-restaurant-izmit-carsi-kocaeli/,https://www.google.com/maps/place/Ge%C3%A7it+restaurant/data=!4m7!3m6!1s0x14cb45481316a60b:0xfd1244820263cac2!8m2!3d40.7618331!4d29.9280446!16s%2Fg%2F11gr68qfhc!19sChIJC6YWE0hFyxQRwspjAoJEEv0?authuser=0&hl=tr&rclk=1
Diyet Kapımda Kocaeli,"Akarca, Alb. Karaosmanoğlu Cd. Yıldız Konutları Altı 2 Nolu İşyeri, 41310 İzmit/Kocaeli",(0262) 331 34 38,No Website,,https://www.google.com/maps/place/Diyet+Kap%C4%B1mda+Kocaeli/data=!4m7!3m6!1s0x14cb5024af2da16b:0x3896c67057e16f29!8m2!3d40.7731513!4d29.9853597!16s%2Fg%2F11c57q689y!19sChIJa6EtryRQyxQRKW_hV3DGljg?authuser=0&hl=tr&rclk=1
Cafe De La Rue,"Karabaş, Cumhuriyet Cd. No:186, 41100 İzmit/Kocaeli",(0262) 325 36 36,No Website,,https://www.google.com/maps/place/Cafe+De+La+Rue/data=!4m7!3m6!1s0x14cb457dff0fb885:0x27d3d58be90b5223!8m2!3d40.7641277!4d29.9336639!16s%2Fg%2F11bx3pckgm!19sChIJhbgP_31FyxQRI1IL6YvV0yc?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,info@cigercibahattin.com,https://instagram.com/cigercibahattinizmit,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
@PİLAV - à la carte,"Karabaş, Hürriyet Cd. 159/B, 41040 İzmit/Kocaeli",(0262) 321 33 33,No Website,,https://www.google.com/maps/place/%27@P%C4%B0LAV+-+%C3%A0+la+carte%27/data=!4m7!3m6!1s0x14cb457133d6e791:0xf4441141c10882a7!8m2!3d40.7645031!4d29.9330639!16s%2Fg%2F11kc0m0r92!19sChIJkefWM3FFyxQRp4IIwUERRPQ?authuser=0&hl=tr&rclk=1
Simitli Cafe,"Karabaş, Hafız Binbaşı Cd., 41040 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Simitli+Cafe/data=!4m7!3m6!1s0x14cb4fd8ee6cf625:0xb0e7dec7205e511a!8m2!3d40.7633674!4d29.9387625!16s%2Fg%2F11kc710yy8!19sChIJJfZs7thPyxQRGlFeIMfe57A?authuser=0&hl=tr&rclk=1
Konsept Kafe,"Karabaş Mh. Oramiral Salim Dervişoğlu cd. Ncity AVM Bowlingo 2. Kat, 41040 İzmit/Kocaeli",(0262) 322 52 72,No Website,,https://www.google.com/maps/place/Konsept+Kafe/data=!4m7!3m6!1s0x14cb457c3e46fa2b:0x930a5a73c51b9b89!8m2!3d40.76074!4d29.934785!16s%2Fg%2F11fy18jw0z!19sChIJK_pGPnxFyxQRiZsbxXNaCpM?authuser=0&hl=tr&rclk=1
Çınar Lokantası Çarşı yapı,"Sanayi mah. Çarşı yapı sitesi H-5 İzmit Kocaeli, 41000 İzmit/Kocaeli",(0262) 335 40 34,iletisim@yakalamac.com.tr,https://m.facebook.com/%C3%87INAR-Lokantasi-%C3%87ar%C5%9F%C4%B1-Yap%C4%B1-AVM-514549341911406/?ref=bookmarks,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1+%C3%87ar%C5%9F%C4%B1+yap%C4%B1/data=!4m7!3m6!1s0x14cb455e885b1d6f:0x883883437d546d93!8m2!3d40.754744!4d29.95353!16s%2Fg%2F11c1ssljmp!19sChIJbx1biF5FyxQRk21UfUODOIg?authuser=0&hl=tr&rclk=1
Beyaz Yalı,"Kemalpaşa, Oramiral Salim Dervişoğlu Cd. No:62, 41300 İzmit/Kocaeli",0545 190 10 10,No Website,,https://www.google.com/maps/place/Beyaz+Yal%C4%B1/data=!4m7!3m6!1s0x14cb4f843ba5717d:0xef0f60f162eb1989!8m2!3d40.7608242!4d29.9195754!16s%2Fg%2F11g7v6v3yr!19sChIJfXGlO4RPyxQRiRnrYvFgD-8?authuser=0&hl=tr&rclk=1
Köfteci Niyazi,"No:, M. Alipaşa, Köse Sk. No:38, 41050 İzmit/Kocaeli",(0262) 324 85 55,No Website,,https://www.google.com/maps/place/K%C3%B6fteci+Niyazi/data=!4m7!3m6!1s0x14cb4ff2d05fcda5:0x5626be45703c84f4!8m2!3d40.766675!4d29.9516501!16s%2Fg%2F11bx5p7jls!19sChIJpc1f0PJPyxQR9IQ8cEW-JlY?authuser=0&hl=tr&rclk=1
Mavi Körfez Tarihi Eminönü Balıkçısı,"Kemalpaşa Mahallesi Oramiral Salim Dervişoğlu Caddesi, İzmit Marina, 41200 İzmit/Kocaeli",(0262) 339 40 33,No Website,,https://www.google.com/maps/place/Mavi+K%C3%B6rfez+Tarihi+Emin%C3%B6n%C3%BC+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4584f1878597:0x94d27ff0afd9f2db!8m2!3d40.759405!4d29.920038!16s%2Fg%2F11b7q0ggzr!19sChIJl4WH8YRFyxQR2_LZr_B_0pQ?authuser=0&hl=tr&rclk=1
1863 Ocakbaşı,"Ömerağa, Şahabettin Bilgisu Cd. No:85, 41300, 41300 İzmit/Kocaeli",(0262) 333 18 63,flags@2x.png,https://www.instagram.com/1863ocakbasi/,https://www.google.com/maps/place/1863+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb459d9370a5e9:0xcaf53f47b95f6f46!8m2!3d40.7619403!4d29.9275927!16s%2Fg%2F11h3q3txb8!19sChIJ6aVwk51FyxQRRm9fuUc_9co?authuser=0&hl=tr&rclk=1
Kocaeli Köfte Lahmacun ve Pide Salonu,"Yenişehir, Gazi Mustafa Kemal Blv. No:135, 41050 İzmit/Kocaeli",(0262) 321 04 40,No Website,,https://www.google.com/maps/place/Kocaeli+K%C3%B6fte+Lahmacun+ve+Pide+Salonu/data=!4m7!3m6!1s0x14cb51b52a436db5:0x33994fa7d42c7185!8m2!3d40.7680425!4d29.963539!16s%2Fg%2F1vz667xr!19sChIJtW1DKrVRyxQRhXEs1KdPmTM?authuser=0&hl=tr&rclk=1
Lalus Steak Restaurant,"Symbol AVM, Ovacık, D100 No:34, 41140 İzmit/Kocaeli",0537 569 53 67,info@lalus.com.tr,http://www.lalus.com.tr/,https://www.google.com/maps/place/Lalus+Steak+Restaurant/data=!4m7!3m6!1s0x14cb5112692a44b5:0xf6e333a8bb9cc5ce!8m2!3d40.7585913!4d29.9790307!16s%2Fg%2F11v0nr7d4g!19sChIJtUQqaRJRyxQRzsWcu6gz4_Y?authuser=0&hl=tr&rclk=1
Sahil Kafe,"Seymen, Liman Cd. No:5, 41245 Başiskele/Kocaeli",0533 574 30 72,No Website,,https://www.google.com/maps/place/Sahil+Kafe/data=!4m7!3m6!1s0x14cb446a54fa7669:0xb893c891324fb1eb!8m2!3d40.7139914!4d29.9074733!16s%2Fg%2F11bycj89s2!19sChIJaXb6VGpEyxQR67FPMpHIk7g?authuser=0&hl=tr&rclk=1
Yeşildağlar Et,"D-130 KARAYOLU CADDESİ NO:183, 41030 Başiskele/Kocaeli",(0262) 343 43 46,info@tikla.com.tr,http://www.yesildaglar.com/,https://www.google.com/maps/place/Ye%C5%9Filda%C4%9Flar+Et/data=!4m7!3m6!1s0x14cb445e6d314589:0x2cec06428d195c5c!8m2!3d40.7133558!4d29.9225622!16s%2Fg%2F11b_3fwx0b!19sChIJiUUxbV5EyxQRXFwZjUIG7Cw?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Serpmeköy Trabzon Köy Kahvaltısı,"Yenişehir, Demokrasi Cd. 68/A, 41050 İzmit/Kocaeli",(0262) 311 23 61,Error Accessing Site,http://serpmekoy.com/,https://www.google.com/maps/place/Serpmek%C3%B6y+Trabzon+K%C3%B6y+Kahvalt%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4ffa8fec85f3:0x92ba4a928a867dc5!8m2!3d40.763348!4d29.9632864!16s%2Fg%2F11ggw7_3y9!19sChIJ84Xsj_pPyxQRxX2GipJKupI?authuser=0&hl=tr&rclk=1
Tavacı Recep Usta Kocaeli,"Self Office, Yenişehir, Konak Sk. 19C, 41050 İzmit/Kocaeli",0533 571 75 41,No Website,,https://www.google.com/maps/place/Tavac%C4%B1+Recep+Usta+Kocaeli/data=!4m7!3m6!1s0x14cb4fe4d2ec8285:0xfcb02d074f011551!8m2!3d40.7655862!4d29.9665036!16s%2Fg%2F11y63twf6g!19sChIJhYLs0uRPyxQRURUBTwctsPw?authuser=0&hl=tr&rclk=1
Levent Börek Kocaeli,"Ramada Otel Karşısı, Yahyakaptan, Şht. Ergün Köncü Sk. No: 45, 41040 İzmit/Kocaeli",(0262) 502 43 99,No Website,,https://www.google.com/maps/place/Levent+B%C3%B6rek+Kocaeli/data=!4m7!3m6!1s0x14cb4fd7bfa0e6bf:0x3f4d336a56bbed6d!8m2!3d40.7710431!4d29.9695109!16s%2Fg%2F11hz_m6jlk!19sChIJv-agv9dPyxQRbe27VmozTT8?authuser=0&hl=tr&rclk=1
Masala Kebap,"Körfez Mahallesi, Berk Sokak No:1 - Dolphin AVM Karşısı, 41040 İzmit/Kocaeli",(0262) 324 40 70,info@masalakebap.com,https://www.masalakebap.com/,https://www.google.com/maps/place/Masala+Kebap/data=!4m7!3m6!1s0x14cb4f87d7a3f2eb:0x5953f0cb1e4e4c0f!8m2!3d40.7647183!4d29.9401826!16s%2Fg%2F11bz_vjj_c!19sChIJ6_Kj14dPyxQRD0xOHsvwU1k?authuser=0&hl=tr&rclk=1
Seka Palmiye Cafe&Bistro,"seka park, Kozluk Mahallesi Oramiral Salim Dervişoğlu Caddesi, 1. etap No:46, 41200",0530 473 77 41,No Email Found,https://bigarson.dehatek.com.tr/tr/firma/sekapalmiye/,https://www.google.com/maps/place/Seka+Palmiye+Cafe%26Bistro/data=!4m7!3m6!1s0x14cb459221db46fd:0xbca1dcc5133b87b8!8m2!3d40.7604216!4d29.9111231!16s%2Fg%2F113hsmywt!19sChIJ_UbbIZJFyxQRuIc7E8Xcobw?authuser=0&hl=tr&rclk=1
Bizim Cafe,"Karabaş, Cebesoy Sk. No:5, 41040 İzmit/Kocaeli",0538 209 52 88,No Website,,https://www.google.com/maps/place/Bizim+Cafe/data=!4m7!3m6!1s0x14cb457e6bc7ec21:0x2d04bc1d806502d4!8m2!3d40.763357!4d29.9324873!16s%2Fg%2F11gb3sks7q!19sChIJIezHa35FyxQR1AJlgB28BC0?authuser=0&hl=tr&rclk=1
Gezgin Kafe,"Yakacık mah, Çınardere Cd., 41190 Başiskele/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Gezgin+Kafe/data=!4m7!3m6!1s0x14cb43296fe96bd3:0x8ed1ae6488264f1c!8m2!3d40.6705609!4d29.9598882!16s%2Fg%2F11p4q2wjrm!19sChIJ02vpbylDyxQRHE8miGSu0Y4?authuser=0&hl=tr&rclk=1
"Refiye Restoran - Cağ Kebap , Izgara , Serpme Kahvaltı , İzmit","Yahyakaptan, Kara Yolu Cd. No:21/B, 41050 İzmit/Kocaeli",(0262) 333 11 12,bilgi@refiyerestaurant.com,https://www.refiyerestaurant.com/,"https://www.google.com/maps/place/Refiye+Restoran+-+Ca%C4%9F+Kebap+,+Izgara+,+Serpme+Kahvalt%C4%B1+,+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f5acc34e273:0x75da875d03438e1f!8m2!3d40.7798403!4d29.9727987!16s%2Fg%2F11g1qj706h!19sChIJc-I0zFpPyxQRH45DA12H2nU?authuser=0&hl=tr&rclk=1"
Woody House Cafe,"No:, Kemalpaşa, İstiklal Cd. No:7, 41200 İzmit/Kocaeli",0534 221 86 68,No Website,,https://www.google.com/maps/place/Woody+House+Cafe/data=!4m7!3m6!1s0x14cb45816f1035bf:0xfead6286c01ed0ac!8m2!3d40.7630305!4d29.9233414!16s%2Fg%2F11ck7g5h2y!19sChIJvzUQb4FFyxQRrNAewIZirf4?authuser=0&hl=tr&rclk=1
Vero Taze Makarna & Pizza,"Cedit, Atatürk Blv. No:13, 41300 İzmit/Kocaeli",Telefon Yok,No Website,,https://www.google.com/maps/place/Vero+Taze+Makarna+%26+Pizza/data=!4m7!3m6!1s0x14cb4fae4ce01c7f:0xe4563766a39b4e43!8m2!3d40.7655712!4d29.9394165!16s%2Fg%2F11v13sdlm7!19sChIJfxzgTK5PyxQRQ06bo2Y3VuQ?authuser=0&hl=tr&rclk=1
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,info@lafloraotel.com,https://lafloraotel.com/restaurant/lotus-1,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
Cafe Bella Luna,"Yenişehir, Banu Sk., 41050 İzmit/Kocaeli",0544 926 84 00,No Website,,https://www.google.com/maps/place/Cafe+Bella+Luna/data=!4m7!3m6!1s0x14cb4f8fee8b49fb:0xa62bd42fc9187c64!8m2!3d40.7656119!4d29.964887!16s%2Fg%2F11sck15m__!19sChIJ-0mL7o9PyxQRZHwYyS_UK6Y?authuser=0&hl=tr&rclk=1
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,No Website,,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Big Mamma's Kocaeli,"Ömerağa, Şahabettin Bilgisu Cd. No:72, 41300 İzmit/Kocaeli",(0262) 322 22 22,No Email Found,https://instagram.com/bigmammaskocaeli,https://www.google.com/maps/place/Big+Mamma%27s+Kocaeli/data=!4m7!3m6!1s0x14cb455f6bf1a151:0x4842f03d6c44d2b!8m2!3d40.7623217!4d29.9281945!16s%2Fg%2F11jx6gz8mc!19sChIJUaHxa19FyxQRK03E1gMvhAQ?authuser=0&hl=tr&rclk=1
İntiba Döner - İzmit,"Körfez, İstanbul İzmit Yanyolu No:137 No:137, 41040 İzmit/Kocaeli",0850 644 5775,info@intiba.com.tr,http://www.intiba.com.tr/,https://www.google.com/maps/place/%C4%B0ntiba+D%C3%B6ner+-+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f8ba9fa58c7:0xe62851d5e7327ad0!8m2!3d40.7629711!4d29.9478727!16s%2Fg%2F11by_ldj2t!19sChIJx1j6qYtPyxQR0Hoy59VRKOY?authuser=0&hl=tr&rclk=1
Baron Bar,"Yahyakaptan, Sami Sk. No:9, 41050 İzmit/Kocaeli",0534 353 40 40,No Website,,https://www.google.com/maps/place/Baron+Bar/data=!4m7!3m6!1s0x14cb4f8eec09a10f:0x773a9188954be960!8m2!3d40.772045!4d29.9698873!16s%2Fg%2F11gf995d9h!19sChIJD6EJ7I5PyxQRYOlLlYiROnc?authuser=0&hl=tr&rclk=1
Hamarat Fast Food & Cafe,"Yenişehir, Banu Sk., 41050 İzmit/Kocaeli",0541 426 27 28,No Website,,https://www.google.com/maps/place/Hamarat+Fast+Food+%26+Cafe/data=!4m7!3m6!1s0x14cb4fac35f80d4d:0x5277c9cef8a7f36c!8m2!3d40.7656338!4d29.9647726!16s%2Fg%2F11j1369bb7!19sChIJTQ34NaxPyxQRbPOn-M7Jd1I?authuser=0&hl=tr&rclk=1
Huzur Esnaf Lokantası,"Kadıköy, Turan Güneş Cd. No:224 D:3A, 41060 İzmit/Kocaeli",(0262) 322 46 48,No Website,,https://www.google.com/maps/place/Huzur+Esnaf+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb4f9320230f23:0xa37fec91c6a6a5d2!8m2!3d40.771286!4d29.9491062!16s%2Fg%2F113hvs9ff!19sChIJIw8jIJNPyxQR0qWmxpHsf6M?authuser=0&hl=tr&rclk=1
Cilve Yeni Nesil Meyhane,"Yenişehir, Demokrasi Cd. No:25, 41050 İzmit/Kocaeli",0549 761 21 00,No Website,,https://www.google.com/maps/place/Cilve+Yeni+Nesil+Meyhane/data=!4m7!3m6!1s0x14cb4ff467563a49:0x35c18a7c33a41036!8m2!3d40.7629815!4d29.9637085!16s%2Fg%2F11s9y4t79q!19sChIJSTpWZ_RPyxQRNhCkM3yKwTU?authuser=0&hl=tr&rclk=1
Kokoreç Office,"Tepecik, Cumhuriyet Cd. No:63/B, 41200 İzmit/Kocaeli",(0262) 333 04 44,No Website,,https://www.google.com/maps/place/Kokore%C3%A7+Office/data=!4m7!3m6!1s0x14cb458177141b2b:0xb317e42cf9afa6f0!8m2!3d40.7630678!4d29.9247404!16s%2Fg%2F11fhz588tm!19sChIJKxsUd4FFyxQR8Kav-SzkF7M?authuser=0&hl=tr&rclk=1
Cafe De Luca,"Akyol apartmanı, Karabaş, Rauf Orbay Sk. 10/A, 41100 İzmit/Kocaeli",(0262) 325 34 35,No Email Found,http://cafedeluca.com/,https://www.google.com/maps/place/Cafe+De+Luca/data=!4m7!3m6!1s0x14cb457e7148cef5:0x1038c0ce8b295811!8m2!3d40.7633465!4d29.9330276!16s%2Fg%2F11bccd2wnk!19sChIJ9c5IcX5FyxQREVgpi87AOBA?authuser=0&hl=tr&rclk=1
Anıt Park Köftecisi,"Kadıköy, Atatürk Blv. No:45, 41050 İzmit/Kocaeli",0541 804 31 09,info@kocaeli-de.com,http://www.kocaeli-de.com/Yerler/anitpark-koftecisi,https://www.google.com/maps/place/An%C4%B1t+Park+K%C3%B6ftecisi/data=!4m7!3m6!1s0x14cb4f893828a995:0xf1291d08340bcac5!8m2!3d40.7658942!4d29.9435318!16s%2Fg%2F113gg2krv!19sChIJlakoOIlPyxQRxcoLNAgdKfE?authuser=0&hl=tr&rclk=1
